Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Sales Manager,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,random,Returned
8449,CA-2018-125451,23/10/2018,24/10/2018,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,Chuck Magee,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792,25,0
8450,CA-2018-125451,23/10/2018,24/10/2018,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,Chuck Magee,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",43.44,8,0,21.2856,25,0
8451,CA-2018-125451,23/10/2018,24/10/2018,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,Chuck Magee,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2.22,1,0,0.666,17,0
8452,CA-2015-131387,28/04/2015,30/04/2015,First Class,AI-10855,Arianne Irving,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1679.96,5,0.2,125.997,27,0
8453,CA-2017-125087,18/04/2017,23/04/2017,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,Kelly Williams,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,4,0.3,-93.4724,3,0
8454,CA-2017-125087,18/04/2017,23/04/2017,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1554.936,3,0.2,77.7468,46,0
8455,CA-2017-125087,18/04/2017,23/04/2017,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,Kelly Williams,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",127.88,5,0.6,-67.137,25,0
8456,CA-2017-154081,22/05/2017,29/05/2017,Standard Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,222.384,2,0.2,22.2384,6,0
8457,US-2018-118556,28/05/2018,02/06/2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653,Central,Kelly Williams,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",106.869,3,0.3,-29.0073,39,0
8458,US-2018-118556,28/05/2018,02/06/2018,,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653,Central,Kelly Williams,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,35,0
8459,CA-2015-126200,25/08/2015,29/08/2015,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",25.68,3,0.8,-39.804,13,0
8460,CA-2015-126200,25/08/2015,29/08/2015,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",12.384,3,0.8,-19.8144,15,0
8461,CA-2015-146500,,04/09/2015,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,6010,East,Chuck Magee,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,5,0,11.891,18,0
8462,CA-2015-146500,30/08/2015,04/09/2015,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,6010,East,Chuck Magee,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.594,40,0
8463,CA-2016-169537,03/09/2016,07/09/2016,Second Class,JH-15820,John Huston,Consumer,United States,Holland,Michigan,49423,Central,Kelly Williams,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,7.5,2,0,3.6,40,0
8464,CA-2015-100881,,01/04/2015,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Albuquerque,New Mexico,87105,West,Anna Andreadi,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782,35,0
8465,CA-2016-144043,10/05/2016,15/05/2016,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Louisville,Colorado,80027,West,Anna Andreadi,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.688,4,0.2,-2.918,13,0
8466,CA-2016-116512,09/04/2016,14/04/2016,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0,3.0498,32,0
8467,CA-2016-101000,09/04/2016,14/04/2016,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Norwich,Connecticut,6360,East,Chuck Magee,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,370.14,3,0,144.3546,39,0
8468,CA-2017-168557,19/09/2017,23/09/2017,Standard Class,FH-14275,Frank Hawley,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,8.928,2,0.2,3.1248,13,0
8469,US-2017-164196,11/11/2017,17/11/2017,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Noblesville,Indiana,46060,Central,Kelly Williams,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,0,241.1046,19,0
8470,US-2018-132031,23/04/2018,27/04/2018,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042,South,Cassandra Brandow,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,387.136,4,0.2,-14.5176,32,0
8471,US-2018-132031,23/04/2018,27/04/2018,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042,South,Cassandra Brandow,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,45.408,2,0.2,11.9196,19,0
8472,US-2018-132031,23/04/2018,27/04/2018,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042,South,Cassandra Brandow,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,77.952,3,0.2,-11.6928,39,0
8473,US-2018-132031,23/04/2018,27/04/2018,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042,South,Cassandra Brandow,OFF-LA-10000081,Office Supplies,Labels,Avery 496,3,1,0.2,1.05,47,0
8474,CA-2016-169733,22/10/2016,26/10/2016,Second Class,GM-14500,Gene McClure,Consumer,United States,Hollywood,Florida,33021,South,Cassandra Brandow,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,9.952,1,0.2,0.9952,39,0
8475,CA-2018-169404,09/04/2018,14/04/2018,Standard Class,NC-18625,Noah Childs,Corporate,United States,York,Pennsylvania,17403,East,Chuck Magee,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,37.896,4,0.7,-29.0536,46,0
8476,CA-2018-169404,09/04/2018,14/04/2018,Standard Class,NC-18625,Noah Childs,Corporate,United States,York,Pennsylvania,17403,East,Chuck Magee,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,65.584,2,0.2,23.7742,7,0
8477,CA-2018-134880,27/10/2018,01/11/2018,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Mesa,Arizona,85204,West,Anna Andreadi,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,44.784,1,0.2,16.2342,19,0
8478,CA-2016-145758,30/10/2016,30/10/2016,Same Day,BF-11020,Barry Französisch,Corporate,United States,New York City,New York,10024,East,Chuck Magee,TEC-MA-10004552,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,4,0,269.308,18,0
8479,CA-2018-158736,18/12/2018,24/12/2018,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-AR-10002578,Office Supplies,Art,Newell 335,5.76,2,0,1.6704,4,0
8480,US-2017-119270,12/03/2017,16/03/2017,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2,0,8.991,48,0
8481,CA-2015-109890,21/07/2015,27/07/2015,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Omaha,Nebraska,68104,Central,Kelly Williams,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,35.98,2,0,10.0744,5,0
8482,CA-2017-138583,24/05/2017,28/05/2017,Standard Class,DP-13390,Dennis Pardue,Home Office,Mexico,,,,,#N/A,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,16.656,3,0.2,3.3312,49,0
8483,US-2018-118535,11/02/2018,15/02/2018,Standard Class,DJ-13510,Don Jones,Corporate,United States,New York City,New York,10024,East,Chuck Magee,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0,9.936,49,0
8484,CA-2017-126284,20/09/2017,24/09/2017,Standard Class,EN-13780,Edward Nazzal,Consumer,United States,Grand Rapids,Michigan,49505,Central,Kelly Williams,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,83.7,5,0,41.013,33,0
8485,CA-2018-142391,24/09/2018,24/09/2018,Same Day,PB-19150,Philip Brown,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,199.8,10,0,71.928,18,0
8486,CA-2018-124716,27/03/2018,31/03/2018,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,Anna Andreadi,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,2,0,21.0128,50,0
8487,CA-2018-124716,27/03/2018,31/03/2018,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,Anna Andreadi,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,2,0,53.2608,22,0
8488,CA-2018-124716,27/03/2018,31/03/2018,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,Anna Andreadi,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,11.94,3,0,5.97,8,0
8489,CA-2017-158841,02/02/2017,04/02/2017,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,Cassandra Brandow,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",8749.95,5,0,2799.984,21,0
8490,CA-2017-158841,02/02/2017,04/02/2017,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,Cassandra Brandow,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,36.4,8,0,18.2,6,0
8491,CA-2017-158841,02/02/2017,04/02/2017,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,Cassandra Brandow,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,18.69,7,0,7.1022,47,0
8492,CA-2018-106824,07/07/2018,11/07/2018,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",5.94,3,0,0.1188,31,0
8493,CA-2016-109190,23/10/2016,28/10/2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,Kelly Williams,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",60.736,8,0.2,20.4984,4,0
8494,CA-2016-109190,23/10/2016,28/10/2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,Kelly Williams,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,479.976,3,0.2,161.9919,36,0
8495,CA-2016-109190,23/10/2016,28/10/2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,Kelly Williams,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,6.08,1,0.8,-10.336,19,0
8496,CA-2017-143154,02/12/2017,08/12/2017,Standard Class,AS-10225,Alan Schoenberger,Corporate,United States,Longmont,Colorado,80501,West,Anna Andreadi,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21,24,0
8497,CA-2015-169061,05/03/2015,08/03/2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,Chuck Magee,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0,15.4752,29,0
8498,CA-2015-169061,05/03/2015,08/03/2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,Chuck Magee,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,0,177.5889,30,0
8499,CA-2015-169061,05/03/2015,08/03/2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,Chuck Magee,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,18.62,2,0,5.3998,6,0
8500,CA-2015-169061,05/03/2015,08/03/2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,Chuck Magee,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,49.632,6,0.2,16.7508,43,0
8501,CA-2015-169061,05/03/2015,08/03/2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,Chuck Magee,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2,0,45.9754,7,0
8502,CA-2016-102316,01/03/2016,03/03/2016,Second Class,DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988,37,0
8503,CA-2016-102316,01/03/2016,03/03/2016,Second Class,DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,90045,West,Anna Andreadi,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846,10,0
8504,CA-2015-164903,20/02/2015,24/02/2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,12.96,2,0,6.2208,35,0
8505,CA-2017-109400,02/05/2017,06/05/2017,Standard Class,NR-18550,Nick Radford,Consumer,United States,Amarillo,Texas,79109,Central,Kelly Williams,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,41,0
8506,CA-2017-130400,08/03/2017,12/03/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,75217,Central,Kelly Williams,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.856,9,0.8,-14.1696,1,0
8507,CA-2017-130400,08/03/2017,12/03/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,75217,Central,Kelly Williams,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",27.96,5,0.2,8.388,30,0
8508,CA-2017-130400,08/03/2017,12/03/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,75217,Central,Kelly Williams,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",146.352,3,0.2,49.3938,25,0
8509,CA-2016-135853,11/12/2016,,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,Kelly Williams,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,175.23,11,0,61.3305,34,0
8510,CA-2016-135853,11/12/2016,14/12/2016,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,Kelly Williams,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,125.99,1,0,31.4975,32,0
8511,CA-2016-135853,11/12/2016,14/12/2016,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,Kelly Williams,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,23,2,0,10.35,35,0
8512,CA-2017-103359,22/12/2017,26/12/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,21,0
8513,CA-2017-144645,02/02/2017,08/02/2017,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784,2,0.6,-77.4732,10,0
8514,CA-2018-141614,05/06/2018,09/06/2018,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Orlando,Florida,32839,South,Cassandra Brandow,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,20.736,4,0.2,7.2576,1,0
8515,CA-2016-122168,21/08/2016,26/08/2016,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,Cassandra Brandow,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",17.52,3,0,8.2344,21,0
8516,CA-2016-122168,21/08/2016,26/08/2016,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,Cassandra Brandow,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",35.76,12,0,10.0128,5,0
8517,CA-2017-132899,07/04/2017,11/04/2017,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-AR-10002833,Office Supplies,Art,Newell 322,3.64,2,0,0.9828,6,0
8518,CA-2018-149720,04/06/2018,07/06/2018,Second Class,EM-14065,Erin Mull,Consumer,United States,Frisco,Texas,75034,Central,Kelly Williams,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,30.336,6,0.6,-17.4432,31,0
8519,CA-2018-118003,04/12/2018,10/12/2018,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,Chuck Magee,FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,1,0,1.5588,17,0
8520,CA-2018-118003,04/12/2018,10/12/2018,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,Chuck Magee,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",182.22,3,0,45.555,33,0
8521,CA-2018-118003,04/12/2018,10/12/2018,,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,Chuck Magee,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,302.94,3,0,18.1764,5,0
8522,CA-2017-141887,11/01/2017,15/01/2017,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,54.992,14,0.2,8.9362,44,0
8523,US-2017-160206,01/04/2017,07/04/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Kelly Williams,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.99,1,0,0.2598,43,0
8524,CA-2018-133074,21/09/2018,25/09/2018,Standard Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",55.86,7,0,27.93,48,0
8525,CA-2018-161172,16/03/2018,16/03/2018,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,44.376,2,0.4,-7.396,18,0
8526,CA-2018-161172,16/03/2018,16/03/2018,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,51.264,6,0.2,7.6896,45,0
8527,CA-2018-161172,16/03/2018,16/03/2018,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,5.193,3,0.7,-3.462,28,0
8528,CA-2018-161172,16/03/2018,16/03/2018,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,0.2,43.9956,2,0
8529,CA-2018-161172,16/03/2018,16/03/2018,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389,24,0
8530,CA-2018-137624,10/11/2018,17/11/2018,Standard Class,ME-17320,Maria Etezadi,Home Office,Mexico,,,,,#N/A,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",241.424,2,0.2,-36.2136,14,0
8531,CA-2017-156748,30/11/2017,06/12/2017,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4,0,16.68,47,0
8532,CA-2017-156748,30/11/2017,06/12/2017,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,0,6.3296,19,0
8533,CA-2017-156748,30/11/2017,06/12/2017,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,496.86,7,0,24.843,36,0
8534,CA-2017-156748,30/11/2017,,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227,Central,Kelly Williams,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,389.97,3,0,35.0973,27,0
8535,CA-2016-169677,13/01/2016,15/01/2016,Second Class,KS-16300,Karen Seio,Corporate,United States,Columbus,Georgia,31907,South,Cassandra Brandow,OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82,2,0,4.8118,26,0
8536,US-2015-163146,16/05/2015,20/05/2015,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,56.4,3,0,3.384,7,0
8537,CA-2016-157343,07/06/2016,11/06/2016,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,18.312,4,0.7,-12.208,34,0
8538,CA-2016-157343,07/06/2016,11/06/2016,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,25.92,5,0.2,9.072,50,0
8539,CA-2016-157343,07/06/2016,11/06/2016,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002,12,0
8540,CA-2018-147354,09/03/2018,13/03/2018,Standard Class,KB-16315,Karl Braun,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2,0.2,59.998,42,0
8541,CA-2018-147354,09/03/2018,13/03/2018,Standard Class,KB-16315,Karl Braun,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,5,0.2,9.6375,33,0
8542,CA-2016-157287,22/12/2016,23/12/2016,First Class,HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",33.568,2,0.2,1.6784,8,0
8543,CA-2016-157287,22/12/2016,23/12/2016,First Class,HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,422.625,7,0.3,0,20,0
8544,CA-2015-137575,06/08/2015,11/08/2015,Standard Class,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,10035,East,Chuck Magee,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,199.98,2,0,83.9916,10,0
8545,CA-2017-119074,27/03/2017,31/03/2017,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,Cassandra Brandow,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,20.24,1,0,8.7032,5,0
8546,CA-2017-119074,27/03/2017,31/03/2017,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,Cassandra Brandow,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0,11.1776,7,0
8547,CA-2017-119074,27/03/2017,31/03/2017,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,Cassandra Brandow,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2,0,15.9446,26,0
8548,CA-2016-149566,,10/12/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,39,3,0,17.55,40,0
8549,CA-2016-149566,05/12/2016,10/12/2016,Standard Class,GB-14530,George Bell,Corporate,Mexico,,,,,#N/A,OFF-LA-10000452,Office Supplies,Labels,Avery 488,12.6,4,0,6.048,37,0
